Stop_distance_mm,Right_distance_mm,Left_distance_mm,Decision,Moving_distance_mm
0.917763408,26,44,left,10
0.269540831,29,43,left,13
0.467203829,29,34,left,12
0.363301143,33,32,right,14
0.666938394,32,41,left,13
0.396899661,25,28,left,10
0.411502847,34,34,left,15
0.556935509,30,28,right,11
0.372638557,33,42,left,10
0.378931968,28,28,left,13
0.58386754,30,35,left,11
0.25647159,27,45,left,13
0.652780668,26,28,left,15
0.99394381,33,34,left,15
0.370684389,34,25,right,10
0.93499535,30,34,left,15
0.384267069,30,42,left,11
0.596265936,32,30,right,11
0.968073195,26,45,left,13
0.191442916,33,26,right,14
0.963644775,29,44,left,13
0.165466185,30,42,left,11
0.137034289,27,25,right,15
0.402973618,35,33,right,15
0.850201421,33,28,right,15
0.02333507,35,34,right,12
0.462140222,34,33,right,13
0.921002263,30,28,right,10
0.150976864,26,27,left,11
0.721905652,28,29,left,15
0.163314612,30,33,left,12
0.730914858,32,41,left,13
0.076866771,34,36,left,12
0.674934178,32,31,right,15
0.111933211,30,42,left,15
0.404824597,28,34,left,15
0.447534387,30,31,left,14
0.616047376,27,36,left,13
0.319407299,31,29,right,10
0.890647235,27,29,left,11
0.261016449,32,40,left,11
0.679739734,33,31,right,11
0.954273555,34,40,left,13
0.635066233,28,43,left,13
0.922574712,30,29,right,11
0.901123702,34,32,right,12
0.383864564,28,31,left,13
0.533660118,28,30,left,11
0.742712778,28,39,left,10
0.484008738,27,42,left,10
0.811775657,27,37,left,12
0.328640929,28,41,left,15
0.787679415,29,31,left,12
0.265276865,33,29,right,11
0.382539958,28,40,left,11
0.42504081,30,31,left,12
0.487139007,32,44,left,14
0.063970957,35,43,left,10
0.903597194,33,42,left,12
0.094945207,33,43,left,10
0.24866862,34,36,left,12
0.942662906,34,45,left,10
0.079374143,28,44,left,14
0.315375755,31,44,left,10
0.273476062,27,45,left,12
0.588064055,28,31,left,11
0.563448971,35,41,left,11
0.287645848,30,37,left,12
0.358275116,32,35,left,13
0.551312406,28,45,left,12
0.8094055,26,43,left,10
0.196218487,29,27,right,11
0.474275922,34,28,right,11
0.916055311,34,44,left,10
0.098191141,34,39,left,13
0.504971796,30,42,left,10
0.524926996,25,44,left,13
0.73109587,34,27,right,11
0.870474422,35,43,left,15
0.476530653,25,43,left,13
0.458368579,27,26,right,14
0.417389861,26,30,left,12
0.862482947,28,31,left,15
0.467374696,33,42,left,15
0.367643403,32,36,left,11
0.342305502,30,37,left,12
0.769568525,26,45,left,12
0.784606715,30,27,right,15
0.838075849,30,43,left,10
0.037352062,34,30,right,14
0.583692482,28,30,left,14
0.034575033,30,43,left,14
0.966593412,33,31,right,13
0.442947399,32,43,left,12
0.105716983,26,42,left,13
0.529847439,30,25,right,15
0.040745939,32,36,left,15
0.516964691,31,41,left,12
0.256004279,32,42,left,13
0.649587385,31,28,right,11
0.80588743,25,27,left,11
0.667113647,32,35,left,14
0.827766306,29,40,left,14
0.976538039,33,32,right,14
0.761151978,29,44,left,10
0.517119988,30,45,left,12
0.051836759,33,32,right,11
0.609436753,30,36,left,11
0.821778529,30,35,left,11
0.083253825,31,27,right,12
0.375319362,30,26,right,12
0.738872933,33,39,left,11
0.73190998,30,42,left,12
0.412845847,26,43,left,12
0.511743039,34,41,left,15
0.817965928,27,39,left,11
0.310662827,32,39,left,10
0.63944698,35,40,left,15
0.688205563,28,32,left,15
0.278743166,32,32,left,15
0.049286355,25,38,left,14
0.431253597,33,35,left,13
0.477124566,25,44,left,10
0.163514893,28,39,left,13
0.522820197,25,39,left,12
0.580500684,27,26,right,12
0.026492365,25,36,left,11
0.674749362,34,34,left,13
0.199816172,31,41,left,14
0.937098818,33,41,left,10
0.288889129,26,41,left,11
0.877484044,31,36,left,13
0.773827817,34,37,left,12
0.115537147,26,35,left,10
0.72848766,30,44,left,11
0.403548004,32,29,right,11
0.078540501,34,25,right,14
0.62240627,25,35,left,15
0.019779558,32,39,left,10
0.858208376,27,38,left,15
0.924399448,33,37,left,15
0.146914957,32,43,left,10
0.443418201,35,31,right,10
0.430750381,31,34,left,11
0.506231631,35,31,right,11
0.863786519,35,33,right,13
0.124580685,33,26,right,14
0.623717952,33,34,left,15
0.098955799,26,29,left,11
0.48217452,26,26,left,12
0.44774785,31,29,right,13
0.052293447,29,25,right,10
0.445814312,30,27,right,12
0.366869321,35,37,left,13
0.252153075,26,45,left,14
0.5413867,31,35,left,14
0.855184829,28,45,left,13
0.859997229,33,38,left,14
0.009210781,28,34,left,15
0.715278699,29,38,left,11
0.85672504,29,28,right,13
0.749002149,29,34,left,14
0.206780946,33,42,left,14
0.048411058,35,36,left,12
0.699320315,29,43,left,13
0.014827442,31,36,left,13
0.909645267,33,28,right,14
0.838522446,30,27,right,10
0.264494501,27,30,left,14
0.540760757,31,40,left,15
0.634860473,30,40,left,10
0.611048185,30,44,left,10
0.405781298,26,43,left,11
0.761854881,30,30,left,15
0.738133939,35,44,left,11
0.14230838,34,45,left,11
0.811953738,31,29,right,14
0.264323296,25,41,left,10
0.170548852,31,29,right,15
0.303316717,28,40,left,12
0.225585979,33,25,right,12
0.522436855,33,37,left,12
0.836727979,27,29,left,15
0.195115901,35,44,left,12
0.949050074,26,44,left,13
0.957401777,34,34,left,11
0.377374541,32,28,right,13
0.502543199,25,43,left,12
0.542952754,33,29,right,15
0.592709351,32,26,right,14
0.129449007,30,29,right,14
0.31173059,28,26,right,13
0.923863705,33,37,left,12
0.055026602,26,25,right,13
0.009415984,30,40,left,15
0.546698528,35,27,right,15
0.869016613,31,44,left,12
0.813282112,28,44,left,14
0.741109101,27,31,left,14
0.619722879,31,45,left,15
0.326051555,25,39,left,13
0.337325869,32,39,left,15
0.266061548,34,37,left,14
0.912748983,33,30,right,14
0.990662728,33,43,left,11
0.466571682,31,40,left,10
0.15742444,33,43,left,13
0.924977772,26,30,left,15
0.700241695,32,42,left,12
0.324275134,27,39,left,10
0.549750271,29,31,left,15
0.573786006,27,33,left,13
0.012011213,35,26,right,14
0.336241405,25,43,left,15
0.990199988,35,25,right,15
0.340750064,25,40,left,11
0.551104997,31,30,right,13
0.249716391,29,28,right,10
0.771241678,28,45,left,11
0.325360201,30,28,right,10
0.672568514,35,38,left,15
0.53677869,34,40,left,12
0.558406057,25,38,left,14
0.166267215,25,29,left,15
0.948744464,25,35,left,12
0.223993795,27,27,left,14
0.259319704,25,26,left,14
0.023291786,35,41,left,14
0.273122272,30,37,left,14
0.909643128,29,25,right,10
0.530590268,35,41,left,12
0.108761509,26,34,left,10
0.851192043,31,38,left,11
0.561902858,25,38,left,14
0.166125244,31,32,left,11
0.226133433,29,42,left,13
0.538023875,32,25,right,14
0.240809249,27,29,left,10
0.183724849,27,32,left,14
0.818439815,33,34,left,14
0.160852194,26,30,left,14
0.472436807,31,31,left,13
0.046981032,34,31,right,12
0.105789061,33,44,left,10
0.243229159,26,44,left,14
0.341800996,32,28,right,14
0.408540887,30,43,left,13
0.34592715,34,42,left,13
0.6403162,33,40,left,15
0.059697306,32,32,left,12
0.124404089,25,41,left,14
0.834369507,25,34,left,13
0.178039607,26,34,left,10
0.504784666,26,42,left,11
0.952349061,25,43,left,15
0.612396779,30,38,left,11
0.459163608,26,42,left,14
0.670386595,32,34,left,10
0.920980835,35,42,left,14
0.563415081,26,37,left,12
0.855644109,34,37,left,13
0.624836948,25,37,left,12
0.086600406,34,41,left,14
0.957817117,33,26,right,10
0.331410437,32,34,left,13
0.999293433,25,35,left,14
0.178850472,28,39,left,15
0.269426687,30,37,left,11
0.364187448,28,40,left,13
0.073399759,33,42,left,11
0.978315154,31,40,left,12
0.675841147,28,37,left,13
0.749717206,32,38,left,11
0.841753891,26,29,left,15
0.371933727,27,33,left,15
0.417718336,28,43,left,14
0.541430211,32,39,left,15
0.093586744,25,28,left,14
0.501259366,27,38,left,13
0.504283095,29,40,left,11
0.682518923,26,36,left,15
0.816806639,29,31,left,13
0.993999759,25,28,left,15
0.374607563,25,31,left,14
0.42468626,30,27,right,14
0.262737356,32,45,left,13
0.324338264,26,39,left,13
0.230373518,29,29,left,13
0.222168297,25,42,left,10
0.681116491,33,41,left,11
0.662035823,28,31,left,14
0.815559803,31,38,left,10
0.726062547,33,29,right,14
0.00104028,30,40,left,10
0.142771097,26,34,left,10
0.459655271,29,39,left,14
0.85851381,32,45,left,11
0.058013421,29,25,right,15
0.680441715,30,34,left,13
0.207500595,28,38,left,14
0.982650779,31,34,left,14
0.980899702,34,27,right,13
0.652448874,30,43,left,10
0.940729977,25,42,left,10
0.872003429,32,41,left,11
0.367863636,34,42,left,12
0.750977443,35,28,right,13
0.532729059,31,40,left,14
0.468069195,30,35,left,12
0.640337921,33,36,left,15
0.741080216,33,42,left,10
0.164947838,33,32,right,10
0.497803785,29,32,left,15
0.555956513,34,30,right,12
0.604645952,25,32,left,13
0.367180021,27,37,left,11
0.680181364,33,43,left,11
0.685633663,28,30,left,14
0.944474131,32,29,right,12
0.517081561,32,26,right,14
0.163070299,30,26,right,11
0.93072071,25,39,left,14
0.698631922,34,41,left,10
0.175149289,30,32,left,10
0.82271446,25,28,left,13
0.714226017,29,27,right,14
0.353659745,26,31,left,11
0.30587075,34,36,left,15
0.427306099,35,27,right,10
0.786438942,28,28,left,15
0.151685114,31,40,left,12
0.579457818,35,41,left,11
0.749668408,28,25,right,14
0.823396512,31,36,left,11
0.719853477,29,45,left,15
0.891143576,34,35,left,14
0.50524952,33,41,left,15
0.61880363,35,39,left,15
0.303865921,28,43,left,11
0.038075909,27,39,left,11
0.538277068,35,29,right,14
0.05759312,26,28,left,14
0.469666591,30,31,left,12
0.291931278,25,39,left,14
0.937885505,33,41,left,13
0.38348965,32,41,left,13
0.467915169,26,44,left,12
0.015556576,27,43,left,10
0.784661984,31,34,left,12
0.815219285,29,31,left,13
0.667936767,31,36,left,10
0.596871474,35,26,right,12
0.815998528,25,32,left,11
0.914593645,33,45,left,15
0.790144869,34,32,right,13
0.980438417,31,37,left,10
0.890271764,28,40,left,14
0.842140398,28,39,left,13
0.867509254,30,44,left,10
0.600879793,33,29,right,12
0.19441217,34,36,left,11
0.61316127,29,39,left,14
0.24188303,33,40,left,13
0.755418339,30,41,left,15
0.479801489,33,26,right,13
0.294569562,28,27,right,12
0.372921761,34,27,right,13
0.666476173,32,27,right,10
0.165267757,31,42,left,15
0.828065867,35,39,left,10
0.651129785,31,40,left,12
0.311030954,33,34,left,14
0.709127201,34,38,left,13
0.862944001,28,27,right,15
0.860562049,26,41,left,13
0.739544285,32,39,left,15
0.094538513,29,26,right,10
0.506944547,25,26,left,14
0.010630289,35,38,left,11
0.100499651,32,31,right,15
0.685552567,33,45,left,11
0.347254162,32,45,left,12
0.921078873,28,34,left,13
0.1360163,29,29,left,10
0.705691363,28,36,left,15
0.170920494,34,40,left,13
0.895998765,34,32,right,15
0.575955987,32,37,left,10
0.665154323,26,40,left,10
0.792907905,31,27,right,10
0.748108747,28,32,left,10
0.937677057,25,28,left,15
0.519454355,34,41,left,12
0.662374128,28,32,left,10
0.497537467,28,34,left,13
0.764377906,34,33,right,12
0.114954255,28,27,right,14
0.078807272,32,38,left,15
0.278918224,30,43,left,12
0.367337867,25,32,left,14
0.990749272,27,30,left,13
0.078837595,27,30,left,10
0.354744259,30,31,left,10
0.288534226,25,39,left,13
0.286296244,29,32,left,15
0.47884294,33,35,left,15
0.705044541,31,38,left,10
0.223956709,29,25,right,13
0.299059427,33,40,left,15
0.596595965,25,44,left,11
0.436425668,27,41,left,15
0.047511547,26,26,left,15
0.247955529,32,30,right,11
0.474762068,35,40,left,14
0.697630276,31,27,right,14
0.004710463,25,31,left,15
0.168149554,31,29,right,12
0.134939903,25,37,left,10
0.158986554,32,27,right,13
0.926585499,32,35,left,14
0.033119268,31,29,right,13
0.870316607,34,39,left,12
0.312438765,25,44,left,10
0.280651615,32,27,right,11
0.275114515,27,31,left,10
0.080588729,26,25,right,10
0.981653917,34,39,left,13
0.029883039,33,41,left,10
0.132732756,32,32,left,15
0.282891617,29,29,left,14
0.674525793,29,26,right,10
0.095981792,31,38,left,10
0.476160312,30,36,left,15
0.444756698,35,39,left,10
0.920741115,29,45,left,10
0.196692353,27,32,left,13
0.012742362,30,27,right,15
0.022418719,32,28,right,11
0.444303668,28,37,left,12
0.258792382,27,39,left,13
0.400635258,26,41,left,10
0.710538503,30,37,left,12
0.512250654,30,44,left,10
0.459582978,31,43,left,12
0.592299078,27,38,left,15
0.73302762,31,42,left,10
0.772653588,27,29,left,14
0.678553453,27,40,left,11
0.664386922,34,36,left,14
0.026811419,32,32,left,14
0.077771551,34,45,left,10
0.541906193,25,41,left,14
0.189135658,25,44,left,15
0.671931403,31,31,left,13
0.558089576,31,45,left,15
0.905133635,28,40,left,10
0.549055609,31,33,left,11
0.959089625,27,25,right,11
0.700067359,30,43,left,12
0.667924356,35,32,right,13
0.930695342,29,41,left,11
0.637902327,32,31,right,11
0.768147835,33,26,right,14
0.684774637,31,35,left,10
0.826866036,25,32,left,10
0.407584922,25,39,left,15
0.793096645,30,42,left,15
0.585074937,32,42,left,10
0.549351064,31,33,left,13
0.130746122,34,44,left,15
0.506945436,34,36,left,12
0.422649662,30,33,left,15
0.784350668,32,38,left,13
0.638793557,35,25,right,11
0.186632144,31,44,left,12
0.710585772,25,33,left,10
0.965331219,28,41,left,13
0.288271525,34,39,left,10
0.571176566,32,44,left,10
0.921464065,26,35,left,14
0.506568478,29,45,left,11
0.253587813,34,36,left,14
0.527119156,25,36,left,12
0.68846329,30,37,left,11
0.719983894,33,36,left,10
0.137954833,29,41,left,12
0.452769125,29,25,right,10
0.711490823,29,31,left,11
0.376812014,26,34,left,10
0.011793035,28,38,left,12
0.909129891,31,26,right,12
0.197433555,35,33,right,11
0.615955189,30,39,left,13
0.036241044,26,30,left,15
0.499077553,35,39,left,12
0.704413306,28,32,left,10
0.61674352,30,40,left,15
0.971849887,29,31,left,14
0.544886076,32,39,left,13
0.832764022,34,36,left,11
0.062503737,33,37,left,14
0.667957641,31,40,left,11
0.831404771,30,38,left,14
0.89046934,33,43,left,14
0.174604455,31,31,left,15
0.977486974,31,35,left,13
0.306350984,31,35,left,10
0.202430595,35,43,left,14
0.691716457,29,33,left,11
0.943253927,30,44,left,11
0.780358839,33,42,left,14
0.833905464,28,25,right,14
0.786220384,29,38,left,10
0.987434892,33,43,left,13
0.571325479,34,35,left,10
0.587041924,32,41,left,14
0.502801098,33,33,left,15
0.590584382,31,36,left,12
0.524853932,28,27,right,11
0.051559555,28,37,left,10
0.136876562,35,25,right,12
0.250646926,29,43,left,10
0.945464263,30,34,left,14
0.440979735,28,38,left,10
0.602116375,35,26,right,11
0.229865831,30,28,right,13
0.479497435,29,30,left,15
0.31400197,26,37,left,15
0.374886552,29,31,left,13
0.937179134,26,43,left,13
0.414485185,27,30,left,13
0.610821048,35,34,right,12
0.468673188,35,34,right,12
0.867850239,31,29,right,14
0.380147818,31,27,right,10
0.677408481,28,37,left,14
0.666858086,27,41,left,15
0.240840205,26,43,left,10
0.63286256,27,35,left,14
0.557422422,27,27,left,10
0.07227085,34,40,left,11
0.61460708,25,27,left,14
0.672393993,28,33,left,11
0.460274847,27,31,left,14
0.318549339,34,30,right,11
0.048250083,30,44,left,14
0.890997419,25,40,left,13
0.0034394,28,37,left,14
0.488523448,32,34,left,12
0.844128103,28,45,left,13
0.777132196,25,43,left,12
0.885128325,26,43,left,11
0.833575606,33,33,left,11
0.549996893,30,35,left,10
0.25070948,26,26,left,11
0.463784945,25,28,left,11
0.509050862,26,31,left,11
0.861944134,27,32,left,14
0.669164943,28,45,left,15
0.118129537,26,25,right,12
0.605611788,26,34,left,12
0.400141087,34,32,right,10
0.793297322,32,40,left,11
0.118166005,25,29,left,10
0.752459153,28,32,left,14
0.558325879,26,35,left,10
0.982453305,29,39,left,13
0.065035792,33,38,left,15
0.594490755,31,44,left,11
0.238556019,31,39,left,11
0.81747259,27,40,left,14
0.398215949,34,28,right,11
0.36852068,28,25,right,12
0.927971478,31,34,left,13
0.574243092,28,31,left,12
0.653751577,33,32,right,15
0.855526605,32,37,left,12
0.751535885,28,45,left,10
0.273817326,31,35,left,13
0.297673082,29,38,left,10
0.760288092,30,28,right,15
0.330158697,27,38,left,15
0.915863292,27,26,right,15
0.983495019,32,38,left,12
0.540634808,28,39,left,14
0.412125598,29,41,left,14
0.533921305,27,45,left,12
0.745145764,35,43,left,13
0.322146125,32,40,left,15
0.926662302,28,40,left,15
0.558958408,28,42,left,14
0.409794932,32,44,left,14
0.340047403,27,45,left,11
0.535520534,33,39,left,15
0.859461372,26,28,left,11
0.466242857,29,29,left,10
0.375974412,30,38,left,15
0.458319551,30,29,right,11
0.838327572,29,26,right,14
0.890848628,33,31,right,10
0.956666373,26,44,left,14
0.065528577,26,35,left,13
0.648554701,27,36,left,10
0.2270197,34,26,right,12
0.181283072,30,28,right,11
0.618658975,25,26,left,12
0.573378716,29,38,left,14
0.104687071,33,26,right,13
0.507928117,27,33,left,13
0.87193116,33,35,left,15
0.628377701,28,34,left,10
0.796633836,35,44,left,14
0.928337761,32,30,right,13
0.738281738,28,30,left,11
0.456230169,29,30,left,14
0.636474349,27,40,left,11
0.3332043,35,45,left,14
0.397742842,31,41,left,12
0.043832879,27,40,left,15
0.205113115,28,45,left,10
0.541752382,30,44,left,15
0.646701615,29,36,left,10
0.861558435,34,28,right,11
0.451850975,29,34,left,10
0.970837053,28,27,right,12
0.14240882,28,25,right,10
0.508152861,32,28,right,11
0.245803729,34,43,left,14
0.084363497,25,25,left,13
0.965944054,27,37,left,11
0.376708171,31,40,left,13
0.321990413,32,26,right,12
0.428524601,35,25,right,10
0.913127499,30,26,right,12
0.074231769,25,44,left,12
0.538024238,25,40,left,13
0.606810519,27,38,left,14
0.221293039,35,38,left,13
0.268410921,30,34,left,11
0.923978504,26,44,left,13
0.350615406,29,26,right,15
0.660028869,34,26,right,15
0.179905281,31,42,left,15
0.699424796,28,31,left,14
0.315472468,30,32,left,11
0.8046969,27,25,right,14
0.011607384,32,30,right,15
0.417711865,35,31,right,13
0.696705317,25,29,left,15
0.841316022,30,33,left,10
0.228352113,25,42,left,13
0.558466149,26,43,left,12
0.401592912,32,37,left,11
0.465773926,33,41,left,13
0.624217026,28,26,right,12
0.757339951,29,35,left,11
0.285980083,35,41,left,10
0.366699498,27,31,left,10
0.958882995,29,38,left,10
0.625851957,35,28,right,15
0.80545602,30,40,left,10
0.643917074,35,38,left,10
0.957198074,32,41,left,13
0.756803328,29,45,left,10
0.199090707,33,26,right,12
0.404949255,25,32,left,14
0.017209209,30,39,left,10
0.426315417,26,32,left,14
0.939940091,28,30,left,14
0.232794058,30,29,right,13
0.436453392,26,35,left,13
0.330242142,26,43,left,11
0.092856484,31,28,right,10
0.612832389,25,27,left,12
0.429203014,30,30,left,15
0.295370868,29,36,left,12
0.556427661,34,33,right,12
0.885897701,35,30,right,11
0.317107024,30,34,left,11
0.924719161,34,36,left,10
0.383788755,34,30,right,15
0.019844321,29,25,right,12
0.215678668,35,29,right,15
0.880815325,31,29,right,12
0.404724429,31,35,left,10
0.549686494,33,39,left,12
0.254260308,25,39,left,12
0.057987713,29,34,left,14
0.268938581,31,39,left,15
0.496360065,34,44,left,14
0.424037915,26,43,left,10
0.823999855,33,38,left,14
0.727771831,30,25,right,11
0.147023607,35,38,left,11
0.515828989,25,28,left,10
0.728415939,32,40,left,14
0.533097446,34,39,left,14
0.352515213,31,28,right,10
0.575771354,31,36,left,14
0.310737298,35,30,right,12
0.364627725,33,27,right,10
0.462782251,34,26,right,12
0.674018987,35,30,right,11
0.298686823,29,44,left,15
0.870367793,25,32,left,10
0.15548919,27,26,right,15
0.183454924,33,43,left,11
0.228011567,35,32,right,11
0.070914746,31,45,left,13
0.585924262,27,39,left,12
0.546289038,27,39,left,14
0.268502906,33,32,right,12
0.439733098,29,36,left,10
0.261590101,31,41,left,14
0.879295368,30,44,left,10
0.995897134,33,25,right,14
0.002070352,25,44,left,11
0.722509062,28,40,left,14
0.336108603,30,28,right,12
0.965985859,27,44,left,15
0.284872867,31,27,right,12
0.300268415,35,39,left,11
0.312878556,35,33,right,12
0.42969724,27,33,left,14
0.506047754,29,31,left,10
0.053932911,34,32,right,13
0.583458863,34,33,right,14
0.693479423,35,27,right,15
0.251932506,28,31,left,14
0.565148803,35,43,left,15
0.175138682,29,34,left,11
0.01645997,31,30,right,10
0.356406879,35,34,right,13
0.071073203,26,37,left,15
0.830271723,26,43,left,12
0.753250743,32,28,right,11
0.986253549,32,32,left,12
0.075284137,25,37,left,14
0.576898631,35,37,left,14
0.777386783,30,39,left,11
0.391732688,35,45,left,13
0.032706413,35,35,left,10
0.739546848,27,44,left,11
0.542929389,29,37,left,10
0.218099835,32,31,right,12
0.67821527,35,28,right,15
0.602464881,28,33,left,11
0.789740108,32,38,left,11
0.837650416,34,34,left,15
0.490286829,27,36,left,13
0.142624412,32,34,left,10
0.382593234,28,27,right,10
0.831975132,35,41,left,10
0.794534793,32,40,left,15
0.529979329,35,31,right,12
0.886367843,33,40,left,12
0.902609702,30,43,left,15
0.836769614,25,26,left,14
0.686906533,35,31,right,14
0.467030853,27,44,left,10
0.843604646,30,28,right,13
0.799065957,35,41,left,14
0.492042656,32,25,right,11
0.723694951,26,27,left,10
0.739262973,30,40,left,14
0.640966232,34,42,left,13
0.192699849,27,43,left,13
0.417746104,25,38,left,13
0.685698106,32,31,right,11
0.326091056,25,26,left,10
0.484464154,25,39,left,14
0.945971171,34,28,right,12
0.793375863,27,39,left,14
0.966514343,35,26,right,10
0.40511322,28,30,left,11
0.966926658,28,43,left,14
0.722099545,28,25,right,13
0.869242278,25,29,left,13
0.011377502,34,28,right,15
0.368714244,29,29,left,10
0.637728579,35,25,right,10
0.911180397,31,31,left,14
0.011987439,27,40,left,12
0.484364376,30,32,left,12
0.498317314,27,28,left,12
0.881502485,30,44,left,14
0.238670434,29,30,left,15
0.939667719,30,43,left,12
0.539161617,31,42,left,10
0.405837681,29,29,left,13
0.068885337,29,33,left,15
0.404977855,35,42,left,12
0.702802866,32,45,left,10
0.066804186,28,30,left,15
0.960070743,26,26,left,11
0.096844693,30,26,right,14
0.143901389,30,38,left,10
0.511504166,31,43,left,14
0.812095815,28,38,left,12
0.022188801,30,36,left,14
0.548637655,35,31,right,11
0.293845667,32,25,right,10
0.236385108,35,36,left,14
0.090048756,35,32,right,13
0.204396622,34,25,right,14
0.205844594,30,39,left,14
0.87032429,29,26,right,12
0.801634158,26,42,left,11
0.22664749,29,25,right,15
0.710750918,31,36,left,11
0.741520406,32,35,left,11
0.076062012,35,29,right,11
0.346385824,35,42,left,12
0.020064656,34,37,left,10
0.507176344,34,39,left,10
0.612999249,35,26,right,13
0.813766069,29,32,left,14
0.809924814,34,33,right,11
0.168062899,32,43,left,14
0.946295654,28,41,left,13
0.857175877,27,26,right,14
0.306751241,30,28,right,13
0.871285942,34,38,left,15
0.270852586,33,39,left,11
0.14322679,35,40,left,14
0.553788857,27,45,left,12
0.716413581,32,36,left,13
0.943696085,29,29,left,10
0.305091131,30,25,right,12
0.156189116,32,43,left,12
0.488134781,27,28,left,14
0.007685718,31,39,left,10
0.975425438,29,39,left,14
0.552429605,30,42,left,10
0.426922731,26,38,left,14
0.804121873,31,37,left,13
0.890921077,33,43,left,12
0.401259101,31,28,right,10
0.472846037,27,43,left,12
0.620914794,30,25,right,12
0.479319145,28,32,left,13
0.48889461,34,34,left,10
0.933135489,34,27,right,14
0.335685476,26,30,left,14
0.72038283,34,44,left,15
0.871391769,33,31,right,15
0.126570107,25,41,left,13
0.505166262,28,42,left,13
0.772578742,35,31,right,11
0.508001951,30,36,left,14
0.682021071,31,45,left,15
0.037681896,29,41,left,14
0.881149672,26,45,left,15
0.506958346,35,41,left,10
0.842780827,33,32,right,15
0.849752234,29,38,left,10
0.268199388,31,40,left,11
0.221576064,32,29,right,13
0.598359222,33,30,right,10
0.325786212,32,32,left,11
0.24165096,32,31,right,13
0.370992272,27,32,left,15
0.653425455,30,41,left,13
0.440799435,25,26,left,15
0.720712073,26,43,left,14
0.253957987,30,31,left,10
0.824572128,32,28,right,15
0.551818383,31,29,right,15
0.972650515,31,39,left,10
0.743164536,27,30,left,13
0.349324109,27,37,left,14
0.983015752,28,39,left,10
0.700708582,35,37,left,15
0.781674523,27,34,left,11
0.91897264,25,25,left,13
0.504330872,29,39,left,15
0.642464146,25,37,left,10
0.603061942,34,36,left,14
0.676713216,26,29,left,12
0.233162201,34,26,right,12
0.476431582,32,25,right,14
0.595751087,26,41,left,12
0.659457214,35,26,right,15
0.300013104,25,45,left,10
0.826859076,27,40,left,12
0.761159975,30,29,right,10
0.005909416,32,27,right,14
0.450809809,26,29,left,15
0.573882314,27,43,left,12
0.655403083,30,45,left,15
0.416850993,27,27,left,10
0.119010892,26,35,left,15
0.736304854,34,29,right,12
0.433566907,35,33,right,15
0.093526744,26,34,left,10
0.436514588,32,31,right,12
0.185849339,34,42,left,15
0.883449504,35,26,right,13
0.071342485,26,38,left,12
0.119984782,28,38,left,14
0.84899013,30,30,left,10
0.95247438,26,35,left,13
0.762969633,26,30,left,12
0.659949258,35,26,right,12
0.631243672,25,44,left,13
0.405223013,30,38,left,14
0.755430626,30,33,left,13
0.296300064,26,43,left,12
0.950261448,28,43,left,12
0.646006806,34,43,left,10
0.179187379,29,26,right,15
0.368299329,26,44,left,12
0.901994102,28,33,left,10
0.450245448,26,26,left,15
0.369908904,34,31,right,15
0.59598091,25,34,left,14
0.558286657,33,39,left,12
0.047609883,26,28,left,14
0.821119581,35,31,right,13
0.454477357,33,27,right,13
0.549012663,30,45,left,11
0.441918017,30,42,left,14
0.530899651,27,31,left,12
0.386001955,31,31,left,10
0.876876451,32,39,left,12
0.825346686,28,33,left,10
0.282064668,33,29,right,14
0.068156181,34,28,right,11
0.576064305,31,28,right,13
0.927699098,35,27,right,12
0.440054512,34,45,left,15
0.657440266,28,43,left,15
0.414974156,31,44,left,15
0.815736979,25,41,left,15
0.492125665,33,25,right,10
0.704671185,25,39,left,12
0.41363221,32,29,right,14
0.372059416,34,37,left,14
0.407093067,26,26,left,14
0.500773488,26,28,left,14
0.506592926,30,35,left,13
0.688030148,34,35,left,11
0.779610811,30,45,left,13
0.413666203,33,25,right,11
0.84214206,29,25,right,12
0.550914672,35,29,right,11
0.514819816,25,35,left,14
0.018629685,31,26,right,12
0.723839193,31,39,left,12
0.606070711,25,44,left,13
0.163324327,28,26,right,14
0.615726929,29,30,left,15
0.295456865,25,35,left,15
0.750678509,35,41,left,11
0.741836838,30,26,right,10
0.86468836,30,28,right,11
0.181264364,27,36,left,14
0.280836252,33,42,left,10
0.20948964,29,42,left,12
0.754217914,33,35,left,12
0.565152782,32,29,right,13
0.480903628,29,40,left,10
0.556614538,27,34,left,14
0.090671119,35,33,right,13
0.861287818,33,26,right,10
0.395056492,35,25,right,11
0.099354035,25,42,left,11
0.585137058,27,33,left,10
0.094402034,30,26,right,14
0.447325086,30,45,left,14
0.526525067,27,33,left,11
0.456727549,27,38,left,13
0.148851012,27,44,left,12
0.167080351,27,29,left,15
0.706028434,28,28,left,15
0.634645047,26,33,left,15
0.751175646,26,26,left,10
0.197793458,30,41,left,15
0.007322533,29,30,left,13
0.806010063,33,41,left,15
0.378677469,32,43,left,10
0.564027901,26,36,left,12
0.25349059,30,38,left,14
0.36443532,34,25,right,10
0.365484689,29,27,right,14
0.422747965,32,29,right,13
0.235874306,26,25,right,12
0.918193804,35,30,right,14
0.870235285,27,36,left,15
0.817410582,33,37,left,12
0.892579144,26,39,left,15
0.258430988,27,36,left,12
0.152984093,32,37,left,14
0.92891883,33,29,right,12
0.309638198,30,32,left,12
0.46384485,26,25,right,10
0.451111904,29,34,left,12
